alcohol,chlorides,citric acid,density,pH,sulphates,total sulfur dioxide,volatile acidity,quality
10.6,0.044,0.3,0.9946,3.25,0.5600000023841858,179.0,0.23,6
10.9,0.046,0.31,0.9913,3.07,0.6499999761581421,121.0,0.21,7
9.9,0.046,0.3,0.99276,3.34,0.5,125.0,0.2,6
11.0,0.036,0.27,0.99399,3.34,0.5400000214576721,109.0,0.31,6
10.4,0.051,0.32,0.99354,3.3,0.5,130.0,0.34,6
12.3,0.037,0.36,0.992,3.13,0.5699999928474426,101.0,0.42,7
9.7,0.042,0.22,0.9954,2.86,0.3600000143051147,81.0,0.24,6
9.7,0.055,0.49,0.9974,3.52,0.5799999833106995,188.0,0.3,6
9.1,0.057,0.44,0.99956,3.11,0.5299999713897705,224.0,0.3,5
9.0,0.057,0.25,0.9981,3.23,0.4099999964237213,224.0,0.29,6
11.9,0.037,0.36,0.9919,3.41,0.8199999928474426,111.0,0.12,8
12.1,0.033,0.32,0.99192,3.19,0.7099999785423279,128.0,0.15,8
12.2,0.031,0.22,0.99076,2.97,0.5199999809265137,73.0,0.33,7
11.9,0.029,0.51,0.9903,3.46,0.4199999868869781,102.0,0.35,6
8.7,0.05,0.23,0.9985,3.2,0.4600000083446502,197.0,0.32,5
12.6,0.032,0.32,0.98956,3.45,0.3100000023841858,178.0,0.27,7
10.3,0.054,0.27,0.99378,3.2,0.4799999892711639,158.0,0.25,5
8.9,0.053,0.31,0.998,3.06,0.5299999713897705,140.0,0.18,6
9.5,0.051,0.16,0.994,3.22,0.3799999952316284,96.0,0.32,4
9.4,0.086,0.2,0.99681,3.13,0.4000000059604645,94.0,0.585,5
11.2,0.047,0.18,0.99164,3.27,0.5400000214576721,90.0,0.14,6
8.9,0.037,0.67,0.9966,2.9,0.4099999964237213,166.0,0.29,6
8.8,0.05,0.24,0.998,3.1,0.4900000095367431,204.0,0.32,5
11.1,0.026,0.21,0.99244,2.92,0.3499999940395355,143.0,0.3,5
9.0,0.048,0.18,0.9962,3.23,0.4699999988079071,186.0,0.27,5
9.0,0.054,0.29,0.9998,3.16,0.3799999952316284,135.0,0.3,6
10.5,0.05,0.4,0.9932,3.14,0.449999988079071,92.0,0.15,5
9.0,0.041,0.25,0.9929,3.08,0.5400000214576721,109.0,0.27,5
10.4,0.042,0.39,0.9924,2.96,0.2800000011920929,61.0,0.35,4
12.0,0.028,0.33,0.991,3.34,0.699999988079071,93.0,0.08,7
10.2,0.047,0.26,0.997,3.25,0.5299999713897705,132.0,0.22,6
10.1,0.059,0.49,0.9958,3.15,0.4600000083446502,112.0,0.28,5
12.5,0.044,0.33,0.99035,3.03,0.4300000071525574,101.0,0.24,6
8.8,0.047,0.23,0.99906,3.08,0.4600000083446502,118.0,0.22,6
12.2,0.035,0.28,0.9918,3.19,0.5799999833106995,109.0,0.39,7
9.3,0.045,0.3,0.99534,3.11,0.4900000095367431,139.0,0.28,5
10.4,0.033,0.49,0.9923,3.0,0.6800000071525574,81.0,0.18,7
10.1,0.038,0.3,0.99555,3.1,0.5,196.0,0.25,5
10.4,0.031,0.3,0.9929,2.94,0.3000000119209289,99.0,0.23,6
11.2,0.037,0.49,0.9943,3.1,0.3000000119209289,174.0,0.3,7
11.8,0.019,0.26,0.99041,3.16,0.4699999988079071,72.0,0.26,6
11.0,0.044,0.38,0.99326,2.97,0.3000000119209289,127.0,0.22,7
11.2,0.028,0.29,0.99356,3.18,0.3700000047683716,118.0,0.27,6
10.3,0.039,0.34,0.9959,3.02,0.3100000023841858,140.0,0.21,6
9.5,0.05,0.26,0.9946,3.24,0.3700000047683716,88.0,0.32,4
9.5,0.05,0.21,0.99542,3.23,0.4799999892711639,182.0,0.26,5
9.0,0.044,0.37,0.9966,3.12,0.4699999988079071,227.0,0.29,5
9.6,0.046,0.04,0.9928,3.24,0.3600000143051147,99.0,0.48,6
11.4,0.023,0.38,0.99047,3.11,0.3799999952316284,105.0,0.19,5
11.0,0.029,0.18,0.9906,3.44,0.3700000047683716,104.0,0.32,6
11.0,0.026,0.28,0.99308,3.36,0.3700000047683716,107.0,0.29,6
11.0,0.04,0.34,0.9976,3.07,0.3799999952316284,67.0,0.45,6
12.6,0.024,0.27,0.9893,3.21,0.5099999904632568,76.0,0.29,7
10.0,0.052,0.26,0.99388,3.16,0.3700000047683716,128.0,0.17,6
9.2,0.04,0.55,0.99596,3.24,0.5,216.0,0.24,5
12.5,0.035,0.27,0.99058,3.12,0.3600000143051147,80.0,0.45,7
9.2,0.045,0.31,0.9986,3.1,0.5,193.0,0.19,6
9.2,0.058,0.32,0.9966,3.29,0.3799999952316284,89.0,0.12,6
13.0,0.035,0.26,0.99031,3.06,0.270000010728836,88.0,0.36,7
12.4,0.026,0.35,0.99052,3.18,0.6700000166893005,113.0,0.4,6
9.5,0.048,0.19,0.99438,3.26,0.4099999964237213,110.0,0.185,6
12.5,0.032,0.14,0.9918,3.53,0.5099999904632568,164.0,0.55,8
8.9,0.05,0.41,1.0,3.32,0.5899999737739563,191.0,0.22,6
9.7,0.043,0.35,0.99632,3.16,0.5,106.0,0.19,6
11.2,0.036,0.32,0.99196,3.15,0.4900000095367431,119.0,0.36,6
9.9,0.04,0.44,0.9953,3.19,0.4799999892711639,121.0,0.36,6
9.4,0.044,0.21,0.9932,3.17,0.3899999856948852,68.0,0.32,6
11.85,0.048,0.6,0.99331,3.24,0.4900000095367431,106.0,0.3,5
9.0,0.052,0.19,0.99865,3.12,0.5299999713897705,197.0,0.23,5
12.4,0.04,0.34,0.99084,3.06,0.4799999892711639,56.0,0.27,6
11.5,0.034,0.26,0.99188,3.38,0.4000000059604645,120.0,0.35,6
11.0,0.018,0.3,0.9938,3.08,0.2899999916553497,96.0,0.27,6
9.3,0.05,0.64,1.0004,3.15,0.5099999904632568,210.0,0.16,7
13.2,0.028,0.37,0.991,3.23,0.4300000071525574,114.0,0.43,6
13.4,0.04,0.24,0.98862,2.94,0.3799999952316284,87.0,0.45,8
8.7,0.043,0.3,0.9986,3.06,0.4099999964237213,238.0,0.29,6
9.5,0.044,0.14,0.9955,3.22,0.5,133.0,0.31,5
9.6,0.053,0.3,0.994,3.18,0.4900000095367431,140.0,0.19,6
9.4,0.049,0.26,0.9934,3.15,0.3799999952316284,86.0,0.28,5
12.7,0.042,0.27,0.98952,3.32,0.4099999964237213,120.0,0.31,7
11.6,0.038,0.15,0.99125,3.52,0.4000000059604645,44.0,0.405,4
8.9,0.065,0.64,0.9978,3.12,0.5099999904632568,225.0,0.41,5
9.1,0.05,0.31,0.99884,3.05,0.5299999713897705,180.0,0.24,6
10.5,0.044,0.26,0.9951,3.52,0.3700000047683716,158.0,0.12,6
10.7,0.036,0.39,0.9938,3.12,0.4199999868869781,117.0,0.29,5
9.8,0.041,0.22,0.9957,3.44,0.6399999856948853,157.0,0.28,7
11.5,0.034,0.49,0.9937,2.99,0.3400000035762787,91.0,0.31,5
8.6,0.076,0.28,0.9979,3.03,0.3799999952316284,163.0,0.27,6
13.4,0.016,0.41,0.98876,3.16,0.4000000059604645,55.0,0.28,5
10.1,0.045,0.32,0.99543,3.1,0.550000011920929,204.0,0.28,6
9.5,0.056,0.18,0.9935,3.11,0.4199999868869781,137.0,0.25,5
10.4,0.038,0.25,0.99312,3.45,0.5600000023841858,129.0,0.26,6
10.8,0.063,0.0,0.9914,3.27,0.6700000166893005,87.0,0.41,6
12.6,0.042,0.24,0.9908,3.29,0.3700000047683716,72.0,0.46,6
10.1,0.048,0.33,0.9974,3.37,0.5899999737739563,180.0,0.28,6
9.0,0.053,0.23,0.99458,3.13,0.5199999809265137,106.0,0.33,5
8.8,0.05,0.25,1.0001,3.3,0.3700000047683716,138.0,0.22,5
10.5,0.036,0.31,0.993,3.03,0.4799999892711639,195.0,0.32,5
12.7,0.038,0.32,0.9911,3.22,0.3600000143051147,34.0,0.33,7
10.8,0.037,0.29,0.99214,3.13,0.7400000095367432,144.0,0.22,7
10.3,0.036,0.25,0.99256,3.3,0.5400000214576721,143.0,0.23,6
11.9,0.025,0.37,0.99306,2.93,0.3700000047683716,107.0,0.16,6
10.2,0.053,0.35,0.9924,3.28,0.5,114.0,0.28,4
11.2,0.031,0.33,0.99094,3.06,0.6800000071525574,93.0,0.1,6
12.7,0.033,0.19,0.9904,3.22,0.5400000214576721,124.0,0.4,7
11.5,0.038,0.29,0.9906,3.3,0.4199999868869781,122.0,0.24,5
9.5,0.044,0.24,0.9972,3.34,0.4199999868869781,137.0,0.25,5
10.2,0.036,0.33,0.99521,3.34,0.5199999809265137,98.0,0.32,6
10.3,0.05,0.55,0.9962,3.12,0.6899999976158142,119.0,0.29,4
9.9,0.037,0.3,0.9932,3.13,0.3300000131130218,143.0,0.21,6
12.0,0.043,0.44,0.99452,3.04,0.3300000131130218,154.0,0.3,6
12.6,0.038,0.25,0.99198,3.36,0.7099999785423279,121.0,0.34,6
9.4,0.052,0.22,0.99576,3.22,0.449999988079071,113.0,0.4,5
11.5,0.04,0.34,0.9912,3.32,0.5899999737739563,148.0,0.18,8
12.0,0.029,0.32,0.99011,3.15,0.3400000035762787,180.0,0.26,6
10.98,0.043,0.19,0.99433,3.23,0.5299999713897705,145.0,0.42,5
10.7,0.05,0.43,0.99346,3.27,0.4699999988079071,65.0,0.32,5
9.4,0.037,0.42,0.99884,3.26,0.5699999928474426,170.0,0.33,6
9.4,0.053,0.5,0.9974,3.09,0.449999988079071,194.0,0.29,5
8.8,0.048,0.5,0.99904,3.02,0.4900000095367431,182.0,0.22,6
9.5,0.051,0.09,0.99566,2.93,0.6200000047683716,131.0,0.28,6
9.2,0.054,0.49,1.0012,2.99,0.5400000214576721,231.0,0.21,5
8.9,0.049,0.3,0.9963,3.13,0.4799999892711639,157.0,0.26,6
12.0,0.019,0.3,0.98931,3.2,0.3600000143051147,28.0,0.2,6
12.0,0.048,0.32,0.9903,2.96,0.4600000083446502,76.0,0.26,6
9.2,0.073,0.13,0.994,2.97,0.5799999833106995,165.0,0.55,6
10.4,0.047,0.3,0.992,3.26,0.449999988079071,131.0,0.22,5
12.7,0.031,0.31,0.98892,3.03,0.3300000131130218,80.0,0.27,6
11.3,0.042,0.42,0.99059,3.18,0.7400000095367432,132.0,0.11,7
13.3,0.025,0.3,0.98802,3.07,0.6399999856948853,112.0,0.32,7
12.5,0.039,0.34,0.995,3.38,0.5,150.0,0.32,8
12.2,0.032,0.34,0.9952,3.37,0.5,133.0,0.25,7
10.3,0.043,0.44,0.9932,3.11,0.75,109.0,0.16,6
12.7,0.035,0.32,0.99096,3.59,0.4799999892711639,84.0,0.4,7
9.9,0.042,0.19,0.99425,3.15,0.6299999952316284,143.0,0.33,5
12.5,0.035,0.32,0.99144,3.08,0.6000000238418579,93.0,0.39,7
10.7,0.049,0.16,0.9917,3.48,0.4399999976158142,97.0,0.33,6
12.6,0.024,0.44,0.9917,2.96,0.4000000059604645,87.0,0.33,7
10.9,0.044,0.25,0.9921,3.39,0.5899999737739563,115.0,0.24,6
9.5,0.045,0.32,1.0,3.38,0.4600000083446502,166.0,0.26,6
11.5,0.029,0.33,0.99114,3.36,0.6000000238418579,138.0,0.18,7
9.2,0.046,0.49,0.9956,3.24,0.4300000071525574,206.0,0.27,6
9.9,0.037,0.16,0.9944,3.17,0.6200000047683716,198.0,0.36,6
9.2,0.052,0.36,0.9933,3.04,0.5400000214576721,127.0,0.22,5
10.8,0.04,0.37,0.992,3.18,0.6299999952316284,75.0,0.18,5
8.8,0.043,0.33,0.9994,3.34,0.6700000166893005,168.0,0.28,6
10.3,0.047,0.22,0.99527,3.22,0.4699999988079071,151.0,0.33,5
9.9,0.044,0.27,0.99454,3.2,0.3700000047683716,104.0,0.11,6
12.8,0.026,0.3,0.99381,3.13,0.550000011920929,77.0,0.24,7
9.6,0.055,0.44,0.99488,3.1,0.4799999892711639,164.0,0.33,5
9.1,0.048,0.51,0.9942,3.08,0.449999988079071,172.0,0.3,6
9.0,0.047,0.22,0.9959,3.1,0.4699999988079071,210.0,0.26,5
9.1,0.06,0.37,0.9975,3.0,0.4399999976158142,192.0,0.25,5
11.0,0.053,0.4,0.99112,3.17,0.6800000071525574,146.0,0.15,6
10.0,0.039,0.35,0.9935,2.96,0.3600000143051147,147.0,0.16,5
10.3,0.054,0.3,0.9941,3.12,0.4799999892711639,161.0,0.28,6
11.0,0.036,0.36,0.9939,3.03,0.3300000131130218,164.0,0.27,5
10.9,0.057,0.39,0.99176,3.05,0.5199999809265137,138.0,0.21,5
9.3,0.044,0.42,0.9958,3.22,0.4799999892711639,189.0,0.23,6
12.3,0.03,0.3,0.99192,2.93,0.4199999868869781,115.0,0.28,6
13.9,0.03,0.22,0.9894,3.41,0.7799999713897705,135.0,0.34,7
9.0,0.059,0.46,1.0004,3.27,0.5799999833106995,177.0,0.28,4
9.7,0.048,0.35,0.9947,3.43,0.7900000214576721,103.0,0.1,6
9.2,0.04,0.39,0.9965,3.11,0.5299999713897705,215.0,0.34,6
10.7,0.037,0.33,0.9951,3.39,0.6200000047683716,155.0,0.28,7
12.6,0.028,0.3,0.99164,3.13,0.6299999952316284,122.0,0.31,7
10.4,0.053,0.31,0.99587,3.31,0.5899999737739563,211.0,0.2,6
9.0,0.055,0.25,0.99758,3.3,0.5099999904632568,134.0,0.24,5
11.4,0.052,0.49,0.991,3.25,0.3499999940395355,128.0,0.22,6
9.4,0.036,0.14,0.99622,3.27,0.5,155.0,0.36,5
12.5,0.03,0.46,0.9907,3.23,0.4699999988079071,125.0,0.23,6
11.4,0.042,0.22,0.9905,3.24,0.3199999928474426,106.0,0.16,6
9.4,0.038,0.25,0.995,3.28,0.3799999952316284,155.0,0.27,6
10.8,0.03,0.07,0.9905,2.97,0.2800000011920929,131.0,0.45,5
9.7,0.066,0.4,0.99488,3.17,0.800000011920929,91.0,0.23,5
11.9,0.027,0.4,0.9911,3.15,0.4799999892711639,87.0,0.31,6
12.4,0.045,0.33,0.99066,2.98,0.4399999976158142,100.0,0.27,6
11.3,0.036,0.29,0.9904,3.19,0.3799999952316284,56.0,0.3,5
9.733334,0.066,0.46,0.99362,3.19,0.4199999868869781,187.0,0.22,5
10.6,0.038,0.49,0.9928,3.2,0.7200000286102295,99.0,0.14,6
9.2,0.051,0.32,0.9974,3.2,0.3499999940395355,109.0,0.13,6
9.4,0.043,0.37,0.99579,3.2,0.5,188.0,0.24,6
10.2,0.056,0.27,0.9924,3.2,0.4300000071525574,135.0,0.17,6
9.0,0.06,0.2,0.9983,3.13,0.449999988079071,162.0,0.34,4
12.2,0.053,0.26,0.9925,3.27,0.449999988079071,103.0,0.38,6
9.0,0.051,0.26,0.9976,3.25,0.4600000083446502,201.0,0.36,5
13.0,0.036,0.27,0.99408,3.19,0.4399999976158142,134.0,0.28,7
9.1,0.04,0.35,0.9984,2.93,0.4900000095367431,183.0,0.23,6
12.2,0.037,0.22,0.99156,3.46,0.4399999976158142,86.0,0.18,5
10.8,0.034,0.32,0.99114,3.31,0.5799999833106995,114.0,0.25,7
9.2,0.05,0.58,0.9999,3.15,0.5400000214576721,163.0,0.32,5
12.7,0.034,0.35,0.9906,3.26,0.5699999928474426,109.0,0.53,8
11.4,0.04,0.4,0.9927,3.11,0.270000010728836,151.0,0.23,6
11.2,0.04,0.26,0.99194,3.27,0.4799999892711639,172.0,0.22,6
10.7,0.033,0.42,0.99205,3.17,0.4300000071525574,142.0,0.28,4
10.2,0.044,0.31,0.9928,3.49,0.5,127.0,0.18,7
11.3,0.035,0.31,0.9921,3.41,0.4699999988079071,127.0,0.25,6
12.5,0.042,0.33,0.98964,3.32,0.4199999868869781,127.0,0.3,6
10.8,0.027,0.37,0.992,3.3,0.449999988079071,93.0,0.18,6
9.1,0.058,0.49,0.9998,3.42,0.3600000143051147,134.0,0.19,7
11.45,0.036,0.34,0.99097,3.44,0.4399999976158142,184.0,0.24,6
9.8,0.092,0.47,0.9928,3.21,0.3600000143051147,158.0,0.13,6
12.0,0.04,0.38,0.99062,2.88,0.6000000238418579,92.0,0.18,6
10.6,0.048,0.49,0.9946,3.24,0.4199999868869781,133.0,0.11,6
12.4,0.048,0.5,0.9918,3.21,0.3400000035762787,107.0,0.24,6
12.1,0.035,0.33,0.996,3.0,0.3700000047683716,132.0,0.24,6
9.2,0.06,0.41,0.99317,2.99,0.3899999856948852,104.0,0.2,5
10.2,0.055,0.27,0.99534,3.16,0.4000000059604645,134.0,0.23,6
13.0,0.034,0.21,0.99016,3.26,0.5400000214576721,88.0,0.46,6
9.0,0.063,0.28,0.9973,2.89,0.5699999928474426,169.0,0.29,5
9.6,0.053,0.24,0.9982,3.17,0.5,94.0,0.23,5
8.8,0.056,0.15,0.9936,3.12,0.449999988079071,128.0,0.27,5
10.7,0.036,0.43,0.9944,3.23,0.4699999988079071,116.0,0.49,6
12.5,0.014,0.32,0.99008,3.24,0.6600000262260437,89.0,0.29,7
10.2,0.043,0.2,0.99226,3.21,0.3899999856948852,154.0,0.23,6
11.2,0.043,0.42,0.99066,3.13,0.7200000286102295,146.0,0.13,7
10.7,0.043,0.27,0.99202,3.35,0.4399999976158142,158.0,0.28,7
13.0,0.038,0.34,0.98942,3.56,0.4799999892711639,96.0,0.3,8
10.7,0.039,0.22,0.99535,3.23,0.4300000071525574,150.0,0.28,6
11.1,0.03,0.26,0.99106,3.06,0.4199999868869781,103.0,0.32,6
8.9,0.066,0.42,0.9979,2.89,0.4199999868869781,198.0,0.24,6
9.5,0.047,0.4,0.99573,3.18,0.5299999713897705,172.0,0.26,6
10.7,0.035,0.28,0.9916,3.1,0.4199999868869781,90.0,0.34,6
10.4,0.039,0.22,0.99296,3.12,0.4600000083446502,128.0,0.22,6
10.0,0.057,0.28,0.99425,3.26,0.3600000143051147,82.0,0.14,6
9.0,0.04,0.17,0.9939,3.01,0.4600000083446502,125.0,0.3,5
9.4,0.034,0.25,0.9977,3.33,0.4300000071525574,152.0,0.26,5
9.5,0.057,0.24,0.9942,2.99,0.4799999892711639,85.0,0.25,4
10.0,0.047,0.42,0.99517,3.09,0.6600000262260437,104.0,0.19,4
9.2,0.086,0.26,0.9963,3.15,0.4199999868869781,133.0,0.2,5
11.2,0.038,0.22,0.99098,3.1,0.3700000047683716,124.0,0.22,4
11.5,0.043,0.57,0.99004,3.17,0.3600000143051147,92.0,0.28,6
10.5,0.036,0.39,0.9918,3.16,0.5,85.0,0.19,5
11.9,0.031,0.04,0.9906,3.14,0.3199999928474426,111.0,0.545,5
10.0,0.04,0.41,0.9976,2.96,0.6000000238418579,216.0,0.26,6
11.0,0.048,0.32,0.99282,3.21,0.6000000238418579,159.0,0.27,6
10.4,0.041,0.3,0.9929,3.26,0.5299999713897705,102.0,0.24,6
11.4,0.033,0.4,0.9914,3.44,0.5299999713897705,148.0,0.16,5
11.4,0.02,0.3,0.99362,2.99,0.4399999976158142,104.0,0.32,6
12.5,0.023,0.33,0.991,3.3,0.3799999952316284,110.0,0.41,7
10.3,0.035,0.36,0.9952,3.05,0.3000000119209289,163.0,0.2,6
11.2,0.05,0.23,0.99304,3.1,0.550000011920929,102.0,0.38,4
12.6,0.014,0.27,0.98914,3.4,0.5600000023841858,104.0,0.3,7
10.133333,0.034,0.34,0.99365,3.32,0.5799999833106995,114.0,0.16,7
8.8,0.069,0.2,0.99908,3.15,0.5,158.0,0.35,6
12.5,0.027,0.21,0.9894,3.5,0.449999988079071,72.0,0.39,6
11.2,0.034,0.3,0.992,3.38,0.4399999976158142,78.0,0.16,6
9.9,0.04,0.21,0.9956,3.39,0.5799999833106995,162.0,0.26,6
11.7,0.036,0.39,0.9918,3.27,0.7200000286102295,115.0,0.28,5
10.7,0.037,0.13,0.99184,3.26,0.3799999952316284,156.0,0.32,5
9.8,0.087,0.37,0.99438,3.09,0.5,177.0,0.3,5
12.6,0.041,0.43,0.99014,3.23,0.4399999976158142,114.0,0.34,6
10.8,0.036,0.33,0.9925,3.32,0.4000000059604645,96.0,0.23,6
12.7,0.034,0.24,0.9906,3.28,0.3600000143051147,77.0,0.39,5
10.6,0.036,0.22,0.99445,3.0,0.3300000131130218,150.0,0.28,6
11.0,0.046,0.25,0.99202,2.97,0.6800000071525574,133.0,0.26,6
10.1,0.044,0.49,0.9938,3.14,0.5099999904632568,117.0,0.19,6
12.4,0.029,0.45,0.98998,3.25,0.6000000238418579,94.0,0.32,6
9.2,0.06,0.22,0.99858,3.18,0.5099999904632568,190.0,0.3,5
11.0,0.038,0.24,0.99066,3.23,0.3899999856948852,72.0,0.36,5
11.4,0.04,0.31,0.9918,3.19,0.5099999904632568,173.0,0.26,6
9.5,0.048,0.31,0.993,3.22,0.7699999809265137,170.0,0.4,6
11.4,0.04,0.41,0.9907,2.92,0.4199999868869781,143.0,0.19,5
12.3,0.029,0.19,0.992,3.22,0.449999988079071,142.0,0.47,6
9.7,0.044,0.2,0.99604,2.96,0.5099999904632568,131.0,0.23,6
11.6,0.045,0.32,0.9935,3.09,0.3300000131130218,135.0,0.36,8
9.3,0.064,0.22,0.9952,3.29,0.3700000047683716,152.0,0.17,6
10.0,0.045,0.44,0.9924,3.15,0.4600000083446502,98.0,0.2,7
9.8,0.041,0.27,0.9927,3.19,0.3300000131130218,99.0,0.21,6
13.2,0.035,0.23,0.99062,3.15,0.5699999928474426,100.0,0.44,7
9.5,0.062,0.57,0.99238,3.0,0.4000000059604645,122.0,0.25,5
10.7,0.03,0.27,0.99388,3.2,0.3600000143051147,108.0,0.28,6
9.3,0.053,0.22,0.99545,3.23,0.5199999809265137,149.0,0.24,5
9.4,0.069,0.31,0.9944,3.18,0.4699999988079071,162.0,0.35,5
11.4,0.027,0.33,0.98946,3.35,0.4300000071525574,113.0,0.26,7
10.8,0.028,0.49,0.9936,3.24,0.5400000214576721,107.0,0.26,6
8.7,0.056,0.3,0.99825,2.9,0.4399999976158142,168.0,0.16,7
11.5,0.034,0.23,0.99274,3.46,0.2800000011920929,111.0,0.26,7
9.2,0.047,0.51,0.99604,3.22,0.4900000095367431,189.0,0.25,5
10.5,0.046,0.19,0.9946,3.32,0.6600000262260437,161.0,0.18,6
10.8,0.038,0.49,0.9938,3.21,0.4799999892711639,128.0,0.2,6
12.3,0.031,0.33,0.98987,3.08,0.6200000047683716,87.0,0.19,7
12.5,0.038,0.36,0.9914,2.93,0.5899999737739563,98.0,0.36,7
9.0,0.046,0.17,0.9976,3.15,0.3799999952316284,246.0,0.39,6
10.8,0.031,0.26,0.9923,3.25,0.3799999952316284,80.0,0.26,5
11.4,0.043,0.26,0.99234,2.99,0.3100000023841858,98.0,0.38,6
11.4,0.037,0.4,0.9923,3.49,0.4199999868869781,102.0,0.16,7
9.2,0.052,0.34,0.99627,3.11,0.5199999809265137,168.0,0.38,5
11.1,0.047,0.42,0.994,3.06,0.6499999761581421,101.0,0.19,4
10.8,0.038,0.3,0.99178,3.13,0.5400000214576721,122.0,0.22,7
10.0,0.057,0.23,0.99568,3.23,0.4199999868869781,166.0,0.37,5
8.8,0.05,0.42,0.9999,3.22,0.4199999868869781,144.0,0.23,5
12.4,0.026,0.29,0.9918,3.01,0.3799999952316284,101.0,0.485,5
12.6,0.033,0.37,0.992,3.16,0.5400000214576721,93.0,0.44,7
9.5,0.039,0.39,0.9976,3.31,0.5099999904632568,208.0,0.27,6
9.4,0.053,0.38,0.99787,3.3,0.5699999928474426,226.0,0.39,6
9.4,0.046,0.41,0.99558,3.14,0.4799999892711639,194.0,0.28,5
9.0,0.05,0.12,0.99398,2.86,0.3499999940395355,86.0,0.48,5
10.1,0.05,0.34,0.99724,3.17,0.4900000095367431,121.0,0.25,6
9.9,0.036,0.04,0.99228,3.24,0.6100000143051147,121.0,0.41,6
10.4,0.049,0.19,0.992,3.25,0.4300000071525574,166.0,0.25,6
10.0,0.046,0.38,0.99232,3.2,0.4699999988079071,90.0,0.22,6
9.4,0.044,0.24,0.9961,3.31,0.3799999952316284,152.0,0.26,5
10.2,0.04,0.38,0.9942,3.16,0.6700000166893005,148.0,0.17,6
9.5,0.05,0.33,0.9927,3.15,0.7799999713897705,169.0,0.36,6
11.2,0.033,0.32,0.9898,3.03,0.3799999952316284,96.0,0.36,6
13.4,0.033,0.27,0.98944,3.22,0.270000010728836,102.0,0.45,8
11.4,0.045,0.34,0.9913,3.23,0.5099999904632568,64.0,0.24,5
9.1,0.042,0.4,0.9998,3.36,0.4099999964237213,129.5,0.22,7
9.0,0.063,0.47,0.99872,3.18,0.5600000023841858,173.0,0.32,5
10.2,0.034,0.18,0.99174,3.32,0.3499999940395355,135.0,0.26,6
9.1,0.057,0.45,0.99654,3.16,0.5099999904632568,223.0,0.28,5
12.6,0.035,0.28,0.99048,3.12,0.3799999952316284,126.0,0.25,7
9.533334,0.046,0.4,0.99494,3.15,0.5,170.0,0.34,6
9.6,0.034,0.31,0.9944,3.36,0.4799999892711639,132.0,0.17,7
9.2,0.045,0.32,0.9958,3.21,0.3400000035762787,126.0,0.16,5
9.4,0.054,0.3,0.994,2.99,0.3799999952316284,116.0,0.25,6
11.6,0.036,0.34,0.98961,3.06,0.7400000095367432,96.0,0.22,6
10.2,0.031,0.15,0.9957,3.36,0.4699999988079071,125.0,0.55,6
8.8,0.054,0.26,0.9961,3.17,0.449999988079071,209.0,0.32,5
9.7,0.034,0.28,0.99485,3.14,0.6000000238418579,197.0,0.34,5
11.4,0.044,0.38,0.99176,3.3,0.7300000190734863,113.0,0.23,5
9.3,0.043,0.34,0.9962,3.42,0.4000000059604645,113.0,0.11,7
10.0,0.048,0.36,0.99282,3.49,0.4900000095367431,125.0,0.2,6
8.6,0.039,0.58,0.9978,3.06,0.4900000095367431,151.0,0.34,5
10.5,0.038,0.26,0.99523,3.02,0.5600000023841858,152.0,0.21,7
11.2,0.019,0.28,0.9902,3.06,0.5199999809265137,65.0,0.28,6
9.7,0.038,0.32,0.9958,3.45,0.5400000214576721,203.0,0.24,7
11.0,0.031,0.18,0.9908,3.42,0.4000000059604645,114.0,0.26,7
10.5,0.038,0.27,0.99496,3.11,0.4399999976158142,130.0,0.2,7
9.1,0.048,0.26,0.9964,3.26,0.3600000143051147,206.0,0.31,5
8.8,0.05,0.49,0.9964,3.12,0.449999988079071,220.0,0.31,5
12.2,0.041,0.32,0.99184,2.92,0.7400000095367432,180.0,0.33,6
11.1,0.039,0.37,0.9921,3.18,0.4000000059604645,147.0,0.25,7
9.2,0.048,0.31,0.9969,3.06,0.6100000143051147,221.0,0.42,6
10.5,0.048,0.22,0.99256,3.16,0.5,161.0,0.25,6
9.8,0.046,0.31,0.99434,3.23,0.6399999856948853,208.0,0.28,5
11.2,0.027,0.26,0.9924,3.25,0.4300000071525574,143.0,0.33,7
9.3,0.053,0.56,0.9981,3.11,0.4900000095367431,141.0,0.26,5
9.2,0.059,0.2,0.99314,3.18,0.4000000059604645,112.0,0.5,6
11.1,0.031,0.49,0.9918,3.06,0.6200000047683716,97.0,0.2,5
9.4,0.033,0.17,0.99754,3.08,0.4900000095367431,186.0,0.4,5
11.9,0.036,0.31,0.99152,3.2,0.4300000071525574,73.0,0.15,6
9.5,0.049,0.26,0.99907,3.06,0.6800000071525574,210.0,0.33,5
9.7,0.053,0.26,0.99802,3.42,0.4199999868869781,182.0,0.24,5
10.6,0.047,0.49,0.99252,3.07,0.5699999928474426,169.0,0.25,6
9.7,0.038,0.32,0.9966,3.04,0.5600000023841858,191.0,0.23,6
11.7,0.028,0.27,0.99314,2.96,0.3799999952316284,97.0,0.3,6
10.1,0.038,0.49,0.9939,3.05,0.3700000047683716,167.0,0.2,6
11.2,0.03,0.47,0.9922,3.56,0.449999988079071,112.0,0.19,6
11.3,0.044,0.29,0.99143,3.0,0.6000000238418579,122.0,0.21,6
11.4,0.046,0.29,0.99224,3.24,0.4099999964237213,116.0,0.26,6
